unidadEjecutora;fechaEvento;perdidaBruta;recuperacion;perdidaReconocida;detalleNivel3;detalleNivel2;detalleNivel1;causa
Unidad de Operaciones  -Préstamos;14-may-18;134.84;70.91;63.93;3.2.1 - Responsabilidad en general (resbalones, etc.);3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Finanzas y Contabilidad;19-mar-17;175.49;0.00;175.49;7.1.2 - Errores de introducción de datos, mantenimiento o descarga;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Riesgos;3-abr-19;99.36;0.00;99.36;1.1.1 - Operaciones no reveladas (intencionalmente);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Operaciones;1-ene-16;126.32;0.00;126.32;4.3.1 - Defectos del producto (no autorizado, etc.);4.3 - Productos defectuosos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Auditoría Interna;4-may-15;233.53;0.00;233.53;1.2.1 - Fraude / fraude crediticio/ depósitos sin valor;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Administración y Recursos Humanos;17-dic-17;700.63;0.00;700.63;1.1.2 - Operaciones no autorizadas (con pérdidas pecuniarias);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Calidad y Productividad;1-jun-15;69.39;0.00;69.39;7.2.2 - Inexactitud de informes externos (con generación de pérdidas);7.2 - Seguimiento y presentación de informes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Operaciones;7-oct-15;120.34;0.00;120.34;4.5.1 - Litigios sobre resultados de las actividades de asesoramiento;4.5 - Actividades de asesoramiento;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Auditoría Interna;13-may-19;246.54;0.00;246.54;1.2.6 - Utilización de cheques sin fondos;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Proyectos;1-dic-19;52.08;0.00;52.08;7.1.7 - Fallo en la entrega;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Operaciones  -Préstamos;27-sept-18;107.14;61.93;45.21;2.1.2 - Falsificación;2.1 - Hurto y fraude;2 - Fraude externo;Eventos externos
Unidad de Negocios Nicaragua;24-sept-17;360.51;0.00;360.51;4.2.2 - Prácticas comerciales / de mercado improcedentes;4.2 - Prácticas empresariales o de mercado improcedentes;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Finanzas y Contabilidad;9-ene-19;37.50;20.00;17.50;6.1.2 - Software;6.1 - Sistemas;6 - Incidencias en el negocio y fallos en los sistemas;Sistemas
Unidad de Administración y Recursos Humanos;5-sept-17;234.71;0.00;234.71;7.1.8 - Fallo en la gestión del colateral;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios Costa Rica;13-sept-19;281.75;0.00;281.75;4.2.1 - Prácticas restrictivas de la competencia;4.2 - Prácticas empresariales o de mercado improcedentes;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Panamá;4-mar-18;139.74;0.00;139.74;7.3.2 - Documentos jurídicos inexistentes / incompletos;7.3 - Aceptación de  clientes y documentación;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios Guatemala;28-oct-17;1644.20;0.00;1644.20;7.1.2 - Errores de introducción de datos, mantenimiento o descarga;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios El Salvador;7-feb-17;54.48;0.00;54.48;7.1.3 - Incumplimiento de plazos o de responsabilidades;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Tecnología;1-oct-19;551.00;0.00;551.00;6.1.4 - Interrupción / incidencias en el suministro;6.1 - Sistemas;6 - Incidencias en el negocio y fallos en los sistemas;Sistemas
Unidad de Calidad y Productividad;30-mar-15;166.23;0.00;166.23;5.1.1 - Pérdidas por desastres naturales;5.1 - Desastres y otros acontecimientos;5 - Daños a activos materiales;Personas
Unidad de Operaciones  -Préstamos;31-ene-19;271.62;0.00;271.62;1.1.2 - Operaciones no autorizadas (con pérdidas pecuniarias);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Riesgos;16-jul-18;139.50;0.00;139.50;7.1.7 - Fallo en la entrega;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Calidad y Productividad;8-ago-16;276.14;0.00;276.14;1.2.7 - Contrabando;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Operaciones;4-jul-19;364.23;0.00;364.23;1.2.4 - Destrucción dolosa de activos;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Cumplimiento;17-jul-19;690.46;0.00;690.46;7.4.3 - Pérdida o daño de activos de clientes por negligencia;7.4 - Gestión de cuentas de clientes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Administración y Recursos Humanos;2-feb-19;154.71;0.00;154.71;4.1.6 - Confusión de cuentas;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Administración y Recursos Humanos;9-may-16;384.68;0.00;384.68;4.5.1 - Litigios sobre resultados de las actividades de asesoramiento;4.5 - Actividades de asesoramiento;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Calidad y Productividad;19-sept-17;48.01;0.00;48.01;7.4.3 - Pérdida o daño de activos de clientes por negligencia;7.4 - Gestión de cuentas de clientes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Finanzas y Contabilidad;26-oct-15;195.35;0.00;195.35;4.2.4 - Actividades no autorizadas;4.2 - Prácticas empresariales o de mercado improcedentes;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Operaciones  -Préstamos;20-dic-17;86.62;0.00;86.62;7.1.2 - Errores de introducción de datos, mantenimiento o descarga;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad Legal;22-ene-17;307.06;0.00;307.06;7.1.2 - Errores de introducción de datos, mantenimiento o descarga;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Riesgos;26-mar-19;155.94;0.00;155.94;7.4.2 - Registros incorrectos de clientes (con generación de pérdidas);7.4 - Gestión de cuentas de clientes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Administración y Recursos Humanos;9-ago-16;498.50;0.00;498.50;4.1.3 - Quebrantamiento de la privacidad de información sobre clientes minoristas;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Proyectos;20-ene-16;193.29;0.00;193.29;1.2.7 - Contrabando;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Proyectos;16-mar-17;178.82;0.00;178.82;1.1.1 - Operaciones no reveladas (intencionalmente);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Operaciones;27-ene-20;1144.24;0.00;1144.24;4.2.3 - Manipulación del mercado;4.2 - Prácticas empresariales o de mercado improcedentes;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Operaciones  -Préstamos;27-abr-19;157.66;0.00;157.66;7.1.6 - Errores en otras tareas;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios Costa Rica;14-sept-15;278.02;0.00;278.02;2.1.2 - Falsificación;2.1 - Hurto y fraude;2 - Fraude externo;Eventos externos
Unidad de Negocios Corporativa;4-oct-17;388.71;0.00;388.71;1.2.3 - Valoración errónea de posiciones (intencional);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Riesgos;9-may-17;320.68;0.00;320.68;4.1.6 - Confusión de cuentas;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Riesgos;9-mar-19;1153.95;0.00;1153.95;3.2.3 - Indemnización a los trabajadores;3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Cumplimiento;14-feb-16;119.74;0.00;119.74;7.3.2 - Documentos jurídicos inexistentes / incompletos;7.3 - Aceptación de  clientes y documentación;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Cumplimiento;25-ago-18;187.66;0.00;187.66;1.2.3 - Valoración errónea de posiciones (intencional);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Negocios El Salvador;13-jul-16;174.83;0.00;174.83;1.2.5 - Falsificación;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Negocios Nicaragua;1-may-15;250.00;0.00;250.00;6.1.3 - Telecomunicaciones;6.1 - Sistemas;6 - Incidencias en el negocio y fallos en los sistemas;Sistemas
Unidad de Negocios Corporativa;29-abr-16;74.71;0.00;74.71;7.1.1 - Comunicación defectuosa;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Auditoría Interna;25-ago-17;172.00;0.00;172.00;1.2.4 - Destrucción dolosa de activos;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Administración y Recursos Humanos;26-mar-19;356.96;0.00;356.96;7.5.1 - Fallos de contrapartes distintas de clientes;7.5 - Contrapartes comerciales;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Finanzas y Contabilidad;9-sept-16;257.51;0.00;257.51;7.4.2 - Registros incorrectos de clientes (con generación de pérdidas);7.4 - Gestión de cuentas de clientes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios Costa Rica;6-oct-15;72.74;0.00;72.74;2.1.3 - Utilización de cheques sin fondos;2.1 - Hurto y fraude;2 - Fraude externo;Eventos externos
Unidad de Finanzas y Contabilidad;14-jun-16;224.88;39.76;185.12;3.2.1 - Responsabilidad en general (resbalones, etc.);3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Negocios Nicaragua;24-may-19;8.11;0.00;8.11;4.1.6 - Confusión de cuentas;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Calidad y Productividad;30-abr-15;186.32;32.94;153.38;5.1.1 - Pérdidas por desastres naturales;5.1 - Desastres y otros acontecimientos;5 - Daños a activos materiales;Personas
Unidad de Cumplimiento;5-may-16;161.12;0.00;161.12;1.2.3 - Valoración errónea de posiciones (intencional);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Negocios Costa Rica;24-nov-16;31.65;0.00;31.65;4.1.2 - Aspectos de adecuación/divulgación información;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Finanzas y Contabilidad;15-feb-20;1330.47;0.00;1330.47;2.1.1 - Hurto/ robo;2.1 - Hurto y fraude;2 - Fraude externo;Eventos externos
Unidad de Negocios Guatemala;4-mar-20;171.47;0.00;171.47;4.1.1 - Abusos de confianza / incumplimiento de pautas;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Riesgos;8-dic-17;171.54;0.00;171.54;1.1.2 - Operaciones no autorizadas (con pérdidas pecuniarias);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Operaciones;9-dic-18;104.48;0.00;104.48;7.1.7 - Fallo en la entrega;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Administración y Recursos Humanos;12-sept-16;577.85;0.00;577.85;2.2.1 - Daños por ataques informáticos;2.2 - Seguridad de los sistemas;2 - Fraude externo;Eventos externos
Unidad de Cumplimiento;3-ago-15;125.15;0.00;125.15;1.2.3 - Valoración errónea de posiciones (intencional);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Cumplimiento;4-may-18;104.02;0.00;104.02;7.1.6 - Errores en otras tareas;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios Panamá;19-dic-19;60.43;0.00;60.43;4.1.5 - Ventas agresivas;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Finanzas y Contabilidad;23-sept-17;198.95;0.00;198.95;2.1.3 - Utilización de cheques sin fondos;2.1 - Hurto y fraude;2 - Fraude externo;Eventos externos
Unidad de Negocios Costa Rica;28-jun-19;123.32;0.00;123.32;3.1.2 - Organización laboral;3.1 - Relaciones laborales;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Cumplimiento;10-jul-18;736.48;0.00;736.48;1.1.2 - Operaciones no autorizadas (con pérdidas pecuniarias);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Administración y Recursos Humanos;30-ene-18;278.93;0.00;278.93;4.3.1 - Defectos del producto (no autorizado, etc.);4.3 - Productos defectuosos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Finanzas y Contabilidad;15-jun-16;75.96;0.00;75.96;4.3.1 - Defectos del producto (no autorizado, etc.);4.3 - Productos defectuosos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Tecnología;31-jul-19;109.38;0.00;109.38;7.1.5 - Error contable / atribución a entidades erróneas;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Proyectos;13-jul-18;191.17;0.00;191.17;7.1.4 - Ejecución errónea de modelos / sistemas;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Operaciones  -Préstamos;15-abr-17;237.51;0.00;237.51;4.2.3 - Manipulación del mercado;4.2 - Prácticas empresariales o de mercado improcedentes;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Nicaragua;6-ago-16;69.46;0.00;69.46;1.2.5 - Falsificación;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Negocios Guatemala;26-abr-15;23.11;0.00;23.11;6.1.1 - Hardware;6.1 - Sistemas;6 - Incidencias en el negocio y fallos en los sistemas;Sistemas
Unidad de Negocios El Salvador;30-ene-19;454.15;0.00;454.15;1.2.9 - Incumplimiento / evasión de impuestos (intencional);1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Riesgos;14-oct-18;291.20;0.00;291.20;2.2.2 - Robo de información (con pérdidas pecuniarias);2.2 - Seguridad de los sistemas;2 - Fraude externo;Eventos externos
Unidad de Auditoría Interna;3-may-18;80.00;0.00;80.00;7.2.2 - Inexactitud de informes externos (con generación de pérdidas);7.2 - Seguimiento y presentación de informes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Administración y Recursos Humanos;23-may-17;974.84;0.00;974.84;7.1.3 - Incumplimiento de plazos o de responsabilidades;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Finanzas y Contabilidad;6-jul-19;129.38;0.00;129.38;7.5.2 - Otros litigios con contrapartes distintas de clientes;7.5 - Contrapartes comerciales;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Riesgos;23-abr-17;77.83;0.00;77.83;7.1.4 - Ejecución errónea de modelos / sistemas;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios Costa Rica;21-may-18;89.73;0.00;89.73;2.1.3 - Utilización de cheques sin fondos;2.1 - Hurto y fraude;2 - Fraude externo;Eventos externos
Unidad de Administración y Recursos Humanos;14-oct-18;1302.57;361.26;941.31;4.5.1 - Litigios sobre resultados de las actividades de asesoramiento;4.5 - Actividades de asesoramiento;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Operaciones;10-jun-18;347.46;0.00;347.46;7.5.2 - Otros litigios con contrapartes distintas de clientes;7.5 - Contrapartes comerciales;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Calidad y Productividad;14-may-15;345.09;0.00;345.09;7.1.3 - Incumplimiento de plazos o de responsabilidades;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios Costa Rica;9-may-17;114.95;0.00;114.95;1.2.3 - Valoración errónea de posiciones (intencional);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Finanzas y Contabilidad;13-may-17;254.91;0.00;254.91;7.3.2 - Documentos jurídicos inexistentes / incompletos;7.3 - Aceptación de  clientes y documentación;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Tecnología;20-jun-16;94.60;0.00;94.60;1.2.6 - Utilización de cheques sin fondos;1.2 - Hurto y fraude;1 - Fraude interno;Personas
