"","area","prov","sexo","f1_s2_8_1","region","etnia","gedad_meses","f1_s1_1","f1_s1_2","f1_s1_3","f1_s1_4","f1_s1_5","f1_s1_6_1","f1_s1_6_2","f1_s1_6_3","f1_s1_9","f1_s1_11","f1_s1_12","f1_s1_13","f1_s1_21","f1_s1_24","f1_s1_25","f1_s1_42","f1_s1_43","f1_s1_44_1","f1_s1_44_2","f1_s1_44_3","f1_s1_44_4","f1_s1_44_5","f1_s1_44_6","f1_s1_44_7","f1_s1_44_10","f1_s6_1_1","f1_s6_1_2","f1_s6_1_3","dcronica"
"12619","Urbano","Pr_15","Hombre","Ninguno","Oriente","3","1","Lastrado","Mediagua","Zinc","Cemento","Hormigon","Regular","Bueno","Bueno","Gas","Municipio","Compartido","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","NO","SI","NO","SI","SI","NO","NO","NO","NO","NO","DCI_0"
"14541","Urbano","Pr_17","Mujer","IESSGen","Costa","1","8","Lastrado","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Electricidad","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","DCI_0"
"2690","Urbano","Pr_05","Mujer","IESSGen","Costa","3","1","Carretera","Mediagua","Asbesto","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","NoTiene","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"17614","Rural","Pr_22","Mujer","Ninguno","Oriente","3","3","Lastrado","Mediagua","Zinc","Tabla","Madera","Bueno","Regular","Regular","Gas","Municipio","NoTiene","PozoSeptico","RedPublica","TuberiaFueraDentro","Red","NO","NO","SI","NO","SI","NO","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"3234","Rural","Pr_06","Hombre","Ninguno","Costa","1","8","Lastrado","Casa","Teja","Ceramica","Hormigon","Malo","Regular","Regular","Gas","Municipio","NoTiene","PozoSeptico","Tuberia","TuberiaFueraDentro","Tuberia","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","SI","DCI_0"
"2368","Urbano","Pr_05","Hombre","IESSGen","Costa","3","1","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","Tuberia","DentroVivienda","Red","SI","SI","SI","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","DCI_0"
"19692","Urbano","Pr_24","Mujer","Ninguno","Sierra","3","8","Carretera","Casa","Asbesto","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoCiego","RedPublica","TuberiaFueraDentro","Red","NO","NO","SI","SI","SI","SI","NO","SI","SI","NO","SI","NO","NO","DCI_0"
"12323","Rural","Pr_14","Mujer","Ninguno","Oriente","3","1","Carretera","Casa","Zinc","Duela","Madera","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","TuberiaFueraDentro","Red","NO","NO","SI","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"7881","Rural","Pr_10","Hombre","Ninguno","Costa","3","8","Sendero","Mediagua","Teja","Tierra","Adobe","Regular","Regular","Malo","Gas","Calle","Compartido","PozoSeptico","Pila","DentroVivienda","Red","NO","NO","NO","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","DCI_1"
"14091","Urbano","Pr_17","Mujer","IESSGen","Costa","3","5","Lastrado","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_1"
"6565","Urbano","Pr_09","Hombre","Ninguno","Sierra","3","7","Carretera","Mediagua","Zinc","Cemento","Asbesto","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","SI","SI","SI","NO","SI","SI","NO","SI","NO","SI","DCI_0"
"2417","Rural","Pr_05","Mujer","IESSGen","Costa","2","3","Lastrado","Casa","Hormigon","Ceramica","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Red","NO","SI","SI","NO","NO","SI","SI","SI","SI","NO","SI","SI","SI","DCI_1"
"7811","Urbano","Pr_10","Mujer","IESSGen","Costa","3","1","Carretera","Depar","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"5892","Urbano","Pr_08","Hombre","Ninguno","Sierra","3","8","Carretera","Casa","Hormigon","Ceramica","Hormigon","Regular","Regular","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","SI","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"17442","Urbano","Pr_22","Mujer","Ninguno","Oriente","3","7","Carretera","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","NO","SI","SI","NO","NO","SI","NO","SI","NO","NO","DCI_0"
"19431","Rural","Pr_23","Hombre","Ninguno","Costa","4","5","Carretera","Casa","Hormigon","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","NO","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"8936","Urbano","Pr_11","Hombre","IESSVol","Costa","3","2","Carretera","Mediagua","Teja","Ceramica","Hormigon","Regular","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","NO","SI","NO","SI","SI","NO","SI","SI","SI","NO","NO","NO","DCI_1"
"14894","Urbano","Pr_18","Hombre","IESSVol","Costa","3","1","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","SI","SI","SI","NO","NO","SI","SI","SI","SI","SI","DCI_0"
"801","Urbano","Pr_02","Mujer","Ninguno","Costa","3","1","Carretera","Casa","Hormigon","Cemento","Hormigon","Bueno","Bueno","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_1"
"10925","Urbano","Pr_13","Mujer","IESSGen","Sierra","3","7","Carretera","Casa","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","NO","SI","SI","NO","SI","NO","NO","DCI_0"
"19247","Rural","Pr_23","Mujer","IESSGen","Costa","3","1","Carretera","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","SI","NO","SI","SI","SI","SI","NO","DCI_1"
"14333","Urbano","Pr_17","Mujer","Ninguno","Costa","3","3","Carretera","Cuarto","Hormigon","Tabla","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","DCI_1"
"2531","Rural","Pr_05","Hombre","Campesino","Costa","3","3","Lastrado","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Entierran","ExclusivoHogar","PozoSeptico","Pozo","Otro","PozoNoProteg","NO","NO","SI","NO","SI","NO","NO","SI","SI","NO","SI","NO","SI","DCI_0"
"9993","Urbano","Pr_12","Mujer","Ninguno","Sierra","3","6","Carretera","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"13764","Rural","Pr_16","Mujer","IESSGen","Oriente","3","6","Lastrado","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Ebotellada","NO","NO","SI","NO","NO","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"19314","Rural","Pr_23","Mujer","IESSGen","Costa","3","1","Lastrado","Casa","Zinc","Cemento","Hormigon","Regular","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","Pozo","Otro","Ebotellada","NO","NO","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"6600","Urbano","Pr_09","Hombre","Ninguno","Sierra","3","4","Carretera","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","NO","SI","SI","DCI_1"
"3285","Rural","Pr_06","Mujer","Ninguno","Costa","1","8","Empedrado","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Lenia","Queman","NoTiene","PozoCiego","RedPublica","DentroVivienda","Red","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","DCI_1"
"8498","Urbano","Pr_11","Mujer","Ninguno","Costa","3","3","Carretera","Depar","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_1"
"8850","Rural","Pr_11","Mujer","Campesino","Costa","3","1","Empedrado","Casa","Teja","Tabla","Hormigon","Malo","Malo","Regular","Gas","Queman","ExclusivoHogar","PozoCiego","Tuberia","DentroVivienda","Tuberia","NO","NO","SI","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","DCI_1"
"14903","Urbano","Pr_18","Mujer","IESSGen","Costa","3","6","Carretera","Depar","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","NO","SI","SI","NO","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"7430","Urbano","Pr_09","Hombre","Ninguno","Sierra","3","4","Lastrado","Rancho","Zinc","Tierra","Cania","Malo","Malo","Malo","Gas","Municipio","Compartido","PozoSeptico","RedPublica","TuberiaFueraDentro","Red","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","SI","DCI_1"
"2755","Rural","Pr_05","Hombre","Ninguno","Costa","1","7","Lastrado","Casa","Zinc","Tabla","Hormigon","Bueno","Malo","Bueno","Gas","Municipio","Compartido","PozoCiego","RedPublica","DentroVivienda","Red","SI","SI","SI","NO","NO","NO","SI","SI","SI","SI","SI","SI","SI","DCI_0"
"15007","Urbano","Pr_18","Mujer","Ninguno","Costa","1","5","Carretera","Casa","Hormigon","Duela","Madera","Bueno","Bueno","Bueno","Gas","Municipio","NoTiene","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","DCI_1"
"4141","Urbano","Pr_07","Mujer","Ninguno","Sierra","3","7","Lastrado","Casa","Zinc","Cemento","Hormigon","Bueno","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","SI","SI","SI","DCI_0"
"8943","Rural","Pr_11","Mujer","IESSGen","Costa","3","3","Lastrado","Casa","Teja","Cemento","Adobe","Malo","Malo","Bueno","Lenia","Queman","ExclusivoHogar","PozoSeptico","Pozo","TuberiaFuera","PozoNoProteg","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","SI","SI","DCI_0"
"12629","Urbano","Pr_15","Mujer","Ninguno","Oriente","3","8","Carretera","Depar","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","SI","SI","NO","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"4591","Urbano","Pr_07","Hombre","IESSGen","Sierra","3","6","Carretera","Casa","Zinc","Duela","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","NO","SI","SI","NO","SI","SI","SI","NO","NO","NO","DCI_0"
"20050","Urbano","Pr_24","Mujer","Ninguno","Sierra","3","2","Carretera","Casa","Zinc","Cemento","Hormigon","Malo","Malo","Malo","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","NO","SI","NO","SI","SI","SI","DCI_1"
"11117","Urbano","Pr_13","Mujer","Ninguno","Sierra","3","8","Carretera","Depar","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"18412","Urbano","Pr_23","Hombre","Ninguno","Costa","3","3","Lastrado","Casa","Zinc","Cemento","Asbesto","Regular","Regular","Regular","Gas","Municipio","NoTiene","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","NO","SI","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","DCI_1"
"20173","Urbano","Pr_24","Hombre","Ninguno","Sierra","2","8","Carretera","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","NO","SI","NO","SI","SI","NO","SI","SI","SI","SI","SI","SI","DCI_1"
"2613","Rural","Pr_05","Hombre","Ninguno","Costa","1","3","Lastrado","Choza","Palma","Tierra","Adobe","Malo","Malo","Malo","Lenia","Queman","NoTiene","PozoCiego","Tuberia","TuberiaFueraDentro","Pila","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","DCI_1"
"1380","Urbano","Pr_03","Hombre","Ninguno","Costa","3","6","Lastrado","Casa","Zinc","Cemento","Hormigon","Regular","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","Pozo","Otro","PozoEntubado","NO","SI","SI","NO","SI","SI","NO","SI","SI","NO","SI","NO","NO","DCI_0"
"4000","Urbano","Pr_07","Mujer","Ninguno","Sierra","3","1","Carretera","Mediagua","Zinc","Cemento","Hormigon","Bueno","Malo","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","TuberiaFueraDentro","Ebotellada","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"13183","Rural","Pr_15","Hombre","Ninguno","Oriente","1","5","Sendero","Casa","Zinc","Tabla","Madera","Regular","Regular","Regular","Gas","Municipio","NoTiene","PozoCiego","Pozo","Otro","PozoNoProteg","NO","NO","SI","NO","NO","SI","NO","NO","SI","NO","SI","SI","SI","DCI_0"
"4837","Urbano","Pr_07","Mujer","Ninguno","Sierra","3","2","Carretera","Casa","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"10102","Rural","Pr_12","Hombre","Ninguno","Sierra","3","4","Lastrado","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Queman","ExclusivoHogar","PozoCiego","Pozo","DentroVivienda","PozoEntubado","NO","NO","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"2665","Rural","Pr_05","Hombre","Ninguno","Costa","1","8","Lastrado","Casa","Zinc","Tierra","Hormigon","Regular","Regular","Malo","Lenia","Queman","NoTiene","NoTiene","Tuberia","TuberiaFueraDentro","Tuberia","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","NO","DCI_0"
"5385","Urbano","Pr_08","Mujer","ISSFA","Sierra","3","4","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","DCI_0"
"6470","Urbano","Pr_09","Hombre","Ninguno","Sierra","2","4","Carretera","Casa","Zinc","Marmol","Madera","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","NO","NO","NO","DCI_1"
"16399","Rural","Pr_20","Hombre","IESSGen","Insular","3","6","Lastrado","Casa","Hormigon","Ceramica","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Ebotellada","NO","SI","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"15600","Rural","Pr_19","Hombre","Ninguno","Oriente","3","1","Sendero","Choza","Zinc","Tierra","Baha","Malo","Malo","Malo","Gas","Queman","Compartido","PozoCiego","RedPublica","TuberiaFueraDentro","Red","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","DCI_0"
"6911","Urbano","Pr_09","Mujer","Ninguno","Sierra","3","1","Lastrado","Mediagua","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"3855","Urbano","Pr_07","Hombre","IESSGen","Sierra","2","6","Lastrado","Casa","Asbesto","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","SI","SI","SI","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"2129","Rural","Pr_04","Mujer","Ninguno","Costa","3","4","Empedrado","Mediagua","Asbesto","Cemento","Hormigon","Malo","Malo","Malo","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","NO","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"14865","Urbano","Pr_18","Hombre","IESSGen","Costa","3","8","Carretera","Casa","Zinc","Tabla","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_1"
"18271","Urbano","Pr_23","Mujer","IESSGen","Costa","3","8","Carretera","Depar","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","NO","SI","SI","SI","SI","SI","SI","SI","NO","SI","SI","NO","DCI_0"
"17927","Rural","Pr_22","Mujer","Ninguno","Oriente","3","8","Carretera","Mediagua","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","NoTiene","PozoSeptico","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_1"
"12344","Rural","Pr_14","Hombre","Ninguno","Oriente","1","2","Sendero","Choza","Palma","Tierra","Cania","Regular","Regular","Malo","Lenia","Queman","NoTiene","NoTiene","Pozo","Otro","PozoEntubado","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","DCI_1"
"2017","Urbano","Pr_04","Hombre","Ninguno","Costa","3","4","Carretera","Casa","Teja","Cemento","Adobe","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","NO","NO","SI","SI","NO","SI","SI","NO","SI","NO","SI","DCI_1"
"2364","Urbano","Pr_05","Mujer","Ninguno","Costa","3","8","Carretera","Casa","Hormigon","Duela","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","NO","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","SI","DCI_0"
"14264","Urbano","Pr_17","Mujer","IESSGen","Costa","3","6","Carretera","Depar","Hormigon","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Calle","Compartido","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","SI","DCI_0"
"2208","Urbano","Pr_05","Hombre","IESSGen","Costa","3","8","Carretera","Casa","Hormigon","Duela","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","SI","SI","SI","SI","SI","SI","SI","DCI_1"
"10280","Urbano","Pr_12","Mujer","Ninguno","Sierra","3","8","Empedrado","Depar","Hormigon","Cemento","Hormigon","Bueno","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","Pila","DentroVivienda","Ebotellada","NO","SI","SI","NO","NO","NO","NO","SI","SI","NO","SI","NO","SI","DCI_0"
"13400","Urbano","Pr_16","Hombre","Ninguno","Oriente","3","8","Carretera","Depar","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","NO","SI","SI","NO","SI","SI","NO","DCI_1"
"9378","Rural","Pr_12","Hombre","IESSGen","Sierra","3","1","Lastrado","Casa","Zinc","Ceramica","Hormigon","Regular","Regular","Bueno","Gas","Queman","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","SI","NO","NO","DCI_0"
"2726","Rural","Pr_05","Hombre","Ninguno","Costa","3","5","Sendero","Casa","Hormigon","Duela","Hormigon","Regular","Regular","Regular","Gas","Municipio","NoTiene","PozoSeptico","Pila","TuberiaFueraDentro","Pila","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","SI","SI","SI","DCI_0"
"17906","Urbano","Pr_22","Hombre","Ninguno","Oriente","3","3","Carretera","Casa","Zinc","Cemento","Asbesto","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","Tuberia","DentroVivienda","Ebotellada","NO","SI","NO","NO","NO","SI","NO","SI","SI","NO","SI","NO","NO","DCI_0"
"10564","Urbano","Pr_13","Hombre","Ninguno","Sierra","3","4","Empedrado","Mediagua","Asbesto","Duela","Baha","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","NO","NO","NO","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"2403","Rural","Pr_05","Hombre","IESSGen","Costa","3","6","Lastrado","Casa","Asbesto","Cemento","Hormigon","Bueno","Regular","Regular","Gas","Queman","ExclusivoHogar","PozoSeptico","Pozo","Otro","PozoNoProteg","NO","SI","SI","NO","NO","SI","SI","SI","SI","NO","SI","SI","SI","DCI_0"
